tax	F82	S370_full	S777_AD1	S778_AD2	S779_AD3	S780_AD4	S781_AD5	S782_AD6	total
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola aequoreus	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Nosocomiicoccus;Nosocomiicoccus massiliensis	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Nonomuraea;Nonomuraea ferruginea	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfocapsaceae;Desulfopila;Desulfopila aestuarii	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Thermolongibacillus;Thermolongibacillus altinsuensis	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfofabaceae;Desulfofaba;Desulfofaba gelida	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylovulum;Methylovulum psychrotolerans	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Marmoricola;Marmoricola korecus	0	1	0	0	0	1	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter psychrophilus	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces heilongjiangensis	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Nocardiopsaceae;Haloactinospora;Haloactinospora alba	0	0	0	1	0	0	1	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides daphniae	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces nigra	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella busanensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus huizhouensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Peribacillus;Peribacillus cavernae	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfurellales;Desulfurellaceae;Hippea;Hippea alviniae	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella rowbothamii	0	0	0	1	0	0	1	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides jensenii	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia tengchongensis	1	0	0	0	0	0	0	1	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides conyzicola	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Parageobacillus;Parageobacillus yumthangensis	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Chondromyces;Chondromyces crocatus	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina ureae	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina siberiensis	0	0	0	1	0	0	0	1	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Ureibacillus;Ureibacillus xyleni	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia fluminea	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium sarraceniae	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces sclerotialus	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Pyxidicoccus;Pyxidicoccus fallax	0	0	0	0	1	0	1	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus halotolerans	0	0	1	0	0	0	0	1	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus picturae	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfuromonadales;Syntrophotaleaceae;Syntrophotalea;Syntrophotalea acetylenica	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Myxococcales;Archangiaceae;Archangium;Archangium disciforme	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Nocardia;Nocardia bovistercoris	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Oceanobacillus;Oceanobacillus massiliensis	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella brunensis	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Prescottella;Prescottella agglutinans	0	0	0	0	2	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Salibacterium;Salibacterium nitratireducens	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium;Mycolicibacterium novocastrense	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Williamsia;Williamsia soli	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter portucalensis	0	0	0	0	2	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Peptostreptococcus;Peptostreptococcus canis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hominis	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;Legionella waltersii	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Planococcaceae;Sporosarcina;Sporosarcina newyorkensis	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;Malaciobacter pacificus	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides phosphati	1	0	0	0	0	0	1	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Malaciobacter;Malaciobacter canalis	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Arcobacter;Arcobacter venerupis	0	0	0	0	0	0	0	2	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Metabacillus;Metabacillus bambusae	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Nocardioides;Nocardioides perillae	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pseudoneobacillus;Pseudoneobacillus rhizosphaerae	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Cellulomonadaceae;Cellulomonas;Cellulomonas flavigena	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Metabacillus;Metabacillus halosaccharovorans	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter;Aliarcobacter trophiarum	0	0	0	1	0	0	0	1	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces libani	0	0	0	1	0	1	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces litoralis	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces termitum	0	1	0	0	0	0	0	1	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces longispororuber	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus humicola	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces lucensis	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Neobacillus;Neobacillus massiliamazoniensis	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Corticicoccus;Corticicoccus populi	0	0	0	0	0	1	1	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacula;Desulfobacula toluolica	0	0	0	0	2	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Saccharobesus;Saccharobesus litoralis	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Salinimonas;Salinimonas marina	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus simiae	0	0	0	0	0	0	2	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosomonas;Nitrosomonas marina	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Marinithermofilum;Marinithermofilum abyssi	0	0	1	0	0	1	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Laceyella;Laceyella putida	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus tianmuensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira tenuis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelatoclostridium;Erysipelatoclostridium ramosum	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Olsenella;Olsenella intestinalis	1	0	0	0	1	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Atopobium;Atopobium massiliense	0	0	0	0	0	1	0	1	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Catenisphaera;Catenisphaera adipataccumulans	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Sterolibacteriaceae;Sterolibacterium;Sterolibacterium denitrificans	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces naeslundii	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Breznakia;Breznakia blatticola	0	0	1	0	0	0	1	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis;Lamprocystis purpurea	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Thermostaphylospora;Thermostaphylospora chromogena	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter schindleri	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Desulfuribacillia;Desulfuribacillales;Desulfuribacillaceae;Desulfuribacillus;Desulfuribacillus stibiiarsenatis	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Glycomycetales;Glycomycetaceae;Stackebrandtia;Stackebrandtia albiflava	1	0	0	0	0	1	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Thermosediminibacterales;Thermosediminibacteraceae;Thermovenabulum;Thermovenabulum ferriorganovorum	1	0	0	0	0	0	1	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella collisoli	1	0	0	0	1	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella koreensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus koppenhoeferi	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus pseudintermedius	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura napierensis	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura namibiensis	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Erysipelothrix;Erysipelothrix larvae	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Faecalibacillus;Faecalibacillus faecis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Propionibacteriales;Kribbellaceae;Kribbella;Kribbella pittospori	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus albicereus	0	0	1	0	0	1	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Moraxellales;Moraxellaceae;Moraxella;Moraxella porci	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Eggerthellales;Eggerthellaceae;Adlercreutzia;Adlercreutzia hattorii	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus alvei	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Mediterraneibacter;Mediterraneibacter butyricigenes	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiorhodococcus;Thiorhodococcus kakinadensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Thiophaeococcus;Thiophaeococcus mangrovi	0	0	1	0	1	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Massilimicrobiota;Massilimicrobiota timonensis	0	0	0	0	0	0	0	2	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria weaveri	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Olegusella;Olegusella massiliensis	1	0	0	0	0	0	1	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptacidiphilus;Streptacidiphilus albus	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Snodgrassella;Snodgrassella gandavensis	0	0	0	0	0	2	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus;Caldibacillus lycopersici	0	0	1	0	0	0	0	1	2
Bacteria;Bacteria_none;Actinobacteria;Coriobacteriia;Coriobacteriales;Atopobiaceae;Tractidigestivibacter;Tractidigestivibacter scatoligenes	0	0	0	1	0	0	0	1	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus thiaminolyticus	0	0	0	0	0	2	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Heliobacteriaceae;Heliomicrobium;[Heliobacterium] sulfidophilum	0	0	0	0	1	1	0	0	2
Bacteria;Bacteria_none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Intestinibaculum;Intestinibaculum porci	0	0	1	0	1	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Uruburuella;Uruburuella testudinis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Oxalophagus;Oxalophagus oxalicus	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Gallionellaceae;Sideroxyarcus;Sideroxyarcus emersonii	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella terricola	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calidifontibacillus;Calidifontibacillus oryziterrae	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus;Cerasibacillus quisquiliarum	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella humi	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Morganellaceae;Xenorhabdus;Xenorhabdus beddingii	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Brevibacillus;Brevibacillus fulvus	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Beutenbergiaceae;Serinibacter;Serinibacter arcticus	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Fuchsiella;Fuchsiella ferrireducens	0	0	1	0	1	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptomycetales;Streptomycetaceae;Streptomyces;Streptomyces capparidis	0	1	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium violaceochromogenes	0	0	0	1	0	0	0	1	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium wasabiae	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium zantedeschiae	1	0	0	0	0	0	1	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Kytococcaceae;Kytococcus;Kytococcus sedentarius	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Natranaerobiales;Natranaerobiaceae;Natranaerobius;Natranaerobius trueperi	0	1	0	0	1	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillales Family X. Incertae Sedis;Hydrogenibacillus;Hydrogenibacillus schlegelii	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Brevibacteriaceae;Brevibacterium;Brevibacterium limosum	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Orenia;Orenia metallireducens	0	0	1	0	0	0	1	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halolactibacillus;Halolactibacillus alkaliphilus	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfitobacteriaceae;Desulfosporosinus;Desulfosporosinus burensis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces howellii	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Pseudidiomarina;Pseudidiomarina indica	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Pectobacterium;Pectobacterium peruviense	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina ramblicola	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Idiomarina;Idiomarina andamanensis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus soli	1	0	0	0	0	1	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium jiaoheense	0	0	0	0	2	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfarculus;Desulfarculus baarsii	0	1	0	0	1	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Streptosporangium;Streptosporangium album	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina;Aliidiomarina minuta	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula;Desulfatiferula berrensis	0	1	0	0	1	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Halanaerobiales;Halobacteroidaceae;Halanaerobacter;Halanaerobacter jeridensis	1	0	0	0	0	1	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea;Thalassotalea coralli	0	1	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Colwellia rossensis	0	0	0	2	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Corynebacteriales;Mycobacteriaceae;Mycobacterium;Mycobacterium ulcerans	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Streptosporangiales;Thermomonosporaceae;Actinomadura;Actinomadura atramentaria	0	2	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Desulfallaceae;Desulfotruncus;Desulfotruncus arcticus	0	1	0	0	0	1	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya;Dickeya fangzhongdai	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Actinobacteria;Actinomycetia;Micrococcales;Bogoriellaceae;Bogoriella;Bogoriella caseilytica	0	0	1	0	1	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Kineobactrum;Kineobactrum sediminis	0	0	0	0	0	0	0	2	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus xanthanilyticus	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Aneurinibacillus;Aneurinibacillus migulanus	1	0	1	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus haemolyticus	0	0	2	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus enclensis	0	0	1	1	0	0	0	0	2
Bacteria;Bacteria_none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Brenneria;Brenneria populi Li et al. 2015	1	0	0	1	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Sellimonas;Sellimonas intestinalis	2	0	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fredinandcohnia;Fredinandcohnia aciditolerans	1	1	0	0	0	0	0	0	2
Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Saccharibacillus;Saccharibacillus alkalitolerans	0	1	0	0	0	1	0	0	2
