"","KO","S561toS566_AD.AD6","S1001_3_4_AD1_3_4","S1002_5_6_AD2_5_6","S1147_49_50_AD1_3_4","S1148_51_52_AD2_5_6","S1154_57_58_AD2_5_6","F5","F55","F110","F124","F179","S119.full","S370.full","S1273.ADFull","S1554.ADFull","S1813.ADFull"
"1983","K02653",11050,9699,8938,10303,12622,8738,6823,5988,5864,5733,5685,12999,11313,12036,11408,10727
"1984","K02654",6907,5800,5603,7200,7948,9019,4302,3684,3985,3716,3954,5328,4568,5094,4670,4840
"1985","K02655",327,356,409,316,441,478,1207,1321,1241,1312,1283,501,434,386,498,392
"1986","K02656",360,339,758,301,265,690,1731,1639,1463,1532,1528,673,497,440,491,386
"1987","K02657",180,168,640,186,201,650,1127,1326,1072,1229,1240,389,324,382,367,317
"1988","K02658",898,868,1125,938,586,1183,2048,2105,1803,2093,1979,1083,842,951,1053,729
"1989","K02659",99,125,394,112,142,462,1010,1047,862,980,1014,143,136,146,134,100
"1990","K02660",1245,1463,2557,1700,1197,2661,5636,5175,4614,4937,5220,1607,1340,1438,1354,1113
"1991","K02661",2,0,12,0,2,4,43,79,95,120,60,0,0,0,0,0
"1992","K02662",6519,5099,4362,5676,4183,4803,3552,3141,2729,2952,3122,6319,5297,5854,5864,5194
"1993","K02663",344,283,683,355,276,616,1312,1372,1178,1370,1385,723,544,528,633,515
"1994","K02664",865,662,1517,814,575,1026,1522,1536,1265,1616,1573,875,716,823,965,719
"1995","K02665",275,234,483,241,167,504,1292,1319,976,1247,1171,419,342,388,456,364
"1996","K02666",3757,4002,3694,3758,3745,3016,4443,4516,4378,4654,4673,4946,3991,4011,4846,3604
"1997","K02667",2628,2646,2589,2815,1231,2649,5038,4781,4302,5101,5349,5925,4705,4276,5346,4187
"1998","K02668",1628,1461,1924,1524,694,1878,3770,3822,3672,4145,4282,4416,3548,3346,4110,3233
"1999","K02669",11798,10473,8260,11663,13901,16317,7089,5959,6455,6155,6177,14465,12747,13255,13516,11617
"2000","K02670",712,673,2394,728,1007,2643,4790,4939,4648,5254,5173,1231,949,1165,1213,868
"2001","K02671",143,125,297,134,126,297,1103,1067,938,1090,1173,304,281,275,457,245
"2002","K02672",251,265,538,316,276,711,1585,1729,1571,1630,1594,435,383,387,560,298
"2003","K02673",55,66,161,52,61,194,505,558,563,588,646,105,51,85,87,49
"2004","K02674",1150,1360,2811,1639,2371,3362,6953,6755,6020,6582,6855,4000,3281,3263,3735,3137
"2005","K02676",81,82,307,103,98,333,976,892,783,943,1026,182,215,174,235,138
"2006","K02677",9,3,16,26,12,6,0,0,0,0,0,67,26,46,52,91
"2007","K02679",9,4,2,9,4,12,1,10,20,10,0,0,0,0,0,0
"2008","K02680",0,0,30,0,40,1054,0,9,0,1,4,0,0,0,0,0
"2009","K02682",3,7,16,10,1,14,6,2,2,0,2,137,170,202,155,161
"2010","K02683",838,779,227,688,827,148,9,0,9,8,2,822,734,688,755,741
"2011","K02684",0,2,6,0,0,7,0,12,10,9,25,0,2,0,4,46
"2012","K02686",38,62,203,55,69,218,355,402,405,353,400,75,47,80,58,43
"2013","K02687",4879,4546,4655,4751,5718,5715,4821,4699,4838,4826,4446,5811,4964,5581,4914,4887
"2014","K02688",964,829,588,745,622,439,761,799,750,790,886,623,419,640,691,605
"2015","K02689",3,2,8,4,0,2,0,4,0,4,0,0,0,0,0,0
"2016","K02690",0,0,2,1,0,1,2,4,2,0,0,0,1,1,4,0
"2017","K02693",0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0
"2018","K02706",0,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0
"2019","K02709",2,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"2020","K02717",12,3,0,0,4,0,0,0,0,0,0,39,23,27,14,25
"2021","K02725",2,7,19,4,6,12,0,2,0,2,2,0,0,0,0,10
"2022","K02726",5,5,12,16,15,18,9,10,15,12,19,5,9,6,10,9
"2023","K02727",2,10,10,2,4,11,0,0,0,0,0,0,0,0,0,0
"2024","K02728",4,3,12,8,2,3,0,0,0,6,12,0,0,0,0,8
"2025","K02729",1,8,5,11,0,4,0,0,0,0,0,0,0,2,0,4
"2026","K02730",0,7,16,4,4,12,0,0,0,0,7,0,0,0,0,0
"2027","K02731",3,7,0,7,5,5,0,9,2,0,2,6,0,0,0,0
"2028","K02734",0,4,8,3,0,5,0,4,1,4,9,0,0,0,3,6
"2029","K02736",5,2,6,9,4,2,0,0,0,0,0,0,0,0,0,0
"2030","K02737",0,0,2,4,2,3,2,5,10,8,4,0,0,0,0,10
"2031","K02738",1,7,3,10,0,3,2,4,4,6,11,0,0,0,0,0
